customer_id,transaction_amount,transaction_date
ACC228,36,15/01/2017 06:37
ACC498,57,14/05/2017 22:10
ACC470,56,10/04/2017 03:54
ACC328,65,25/03/2017 16:07
ACC449,13,17/03/2017 02:29
ACC135,16,07/04/2017 08:14
ACC411,16,13/02/2017 02:23
ACC265,3,01/02/2017 14:21
ACC373,87,17/04/2017 06:24
ACC325,63,28/05/2017 14:23
ACC482,80,09/05/2017 07:53
ACC437,30,25/03/2017 23:04
ACC301,45,11/01/2017 14:32
ACC221,35,20/02/2017 10:56
ACC121,13,01/04/2017 01:57
ACC324,21,18/01/2017 09:44
ACC402,26,15/05/2017 09:22
ACC383,21,07/03/2017 10:29
ACC214,3,21/04/2017 22:18
ACC239,79,14/03/2017 04:54
ACC404,73,10/05/2017 06:45
ACC416,47,27/05/2017 13:01
ACC336,20,27/01/2017 22:37
ACC356,82,28/02/2017 18:05
ACC173,86,27/04/2017 08:26
ACC312,31,12/01/2017 07:58
ACC380,24,19/05/2017 04:56
ACC119,55,04/02/2017 20:43
ACC275,88,24/04/2017 13:44
ACC209,51,10/04/2017 02:02
ACC381,67,25/03/2017 19:50
ACC479,66,05/02/2017 03:54
ACC138,31,25/04/2017 19:06
ACC444,22,17/02/2017 16:16
ACC447,49,16/01/2017 21:07
ACC274,48,29/05/2017 17:55
ACC281,40,18/03/2017 14:56
ACC196,49,21/03/2017 08:32
ACC445,25,13/02/2017 05:51
ACC465,18,09/04/2017 06:19
ACC361,61,16/01/2017 07:03
ACC288,18,21/03/2017 03:19
ACC403,38,19/01/2017 09:55
ACC477,31,04/05/2017 22:09
ACC412,62,09/03/2017 02:51
ACC185,29,09/01/2017 07:06
ACC491,41,29/04/2017 04:29
ACC441,34,25/04/2017 01:17
ACC121,53,24/02/2017 07:31
ACC338,35,18/04/2017 15:29
ACC103,52,25/05/2017 19:36
ACC252,41,03/02/2017 15:24
ACC383,8,13/04/2017 07:06
ACC221,55,29/01/2017 17:04
ACC154,51,31/01/2017 19:09
ACC423,81,25/05/2017 00:19
ACC136,29,24/02/2017 13:38
ACC220,17,10/02/2017 14:16
ACC173,39,26/05/2017 18:30
ACC327,84,10/02/2017 17:56
ACC421,17,05/01/2017 17:45
ACC387,47,24/05/2017 02:02
ACC407,77,25/05/2017 07:53
ACC139,82,09/01/2017 08:07
ACC246,93,26/05/2017 14:42
ACC377,92,23/03/2017 04:53
ACC267,2,07/04/2017 16:05
ACC155,57,03/05/2017 21:43
ACC458,70,02/03/2017 03:12
ACC210,74,14/02/2017 01:22
ACC484,56,03/04/2017 16:30
ACC157,69,09/05/2017 17:18
ACC275,63,08/03/2017 02:23
ACC253,62,16/05/2017 04:29
ACC367,91,13/03/2017 14:49
ACC363,71,29/05/2017 21:07
ACC283,89,03/02/2017 03:10
ACC446,28,22/04/2017 14:28
ACC206,95,18/04/2017 14:27
ACC229,1,31/01/2017 18:18
ACC364,1,01/02/2017 02:27
ACC241,1,29/04/2017 16:41
ACC458,26,02/04/2017 21:23
ACC491,58,31/05/2017 00:25
ACC327,6,07/02/2017 04:51
ACC441,7,19/05/2017 00:19
ACC310,17,20/05/2017 01:47
ACC367,63,29/04/2017 17:55
ACC144,91,26/02/2017 03:40
ACC228,11,11/04/2017 03:17
ACC357,76,07/03/2017 06:20
ACC168,26,05/04/2017 05:44
ACC179,50,03/05/2017 06:45
ACC165,85,08/03/2017 04:37
ACC101,40,10/01/2017 07:31
ACC325,5,09/04/2017 05:37
ACC330,32,03/01/2017 16:05
ACC360,30,14/01/2017 07:27
ACC446,78,24/02/2017 01:50
ACC387,6,18/02/2017 20:03
ACC245,32,22/05/2017 19:40
ACC387,56,27/01/2017 10:14
ACC320,79,14/05/2017 15:13
ACC143,75,23/03/2017 08:41
ACC213,14,13/03/2017 03:16
ACC320,18,11/03/2017 18:12
ACC157,76,31/01/2017 17:54
ACC305,38,27/04/2017 19:53
ACC250,21,28/05/2017 14:04
ACC465,56,07/05/2017 09:11
ACC126,54,01/04/2017 09:50
ACC172,57,28/01/2017 07:48
ACC300,59,18/03/2017 20:25
ACC443,26,19/02/2017 07:59
ACC241,87,11/01/2017 06:41
ACC425,92,14/02/2017 22:17
ACC300,45,12/01/2017 11:21
ACC479,70,10/03/2017 01:21
ACC256,96,20/03/2017 20:30
ACC200,52,26/05/2017 23:26
ACC295,31,16/03/2017 05:49
ACC237,60,03/01/2017 15:46
ACC352,2,18/02/2017 22:57
ACC430,86,02/02/2017 18:50
ACC369,22,18/02/2017 16:17
ACC448,13,04/01/2017 16:35
ACC313,2,10/03/2017 10:12
ACC221,35,05/01/2017 22:33
ACC189,67,28/05/2017 14:33
ACC304,71,11/03/2017 15:00
ACC171,50,29/04/2017 00:06
ACC245,45,17/03/2017 13:53
ACC127,32,13/03/2017 00:13
ACC234,58,05/04/2017 18:12
ACC217,79,21/03/2017 16:48
ACC108,12,06/03/2017 07:33
ACC265,34,08/05/2017 23:47
ACC124,88,04/02/2017 03:00
ACC394,70,24/02/2017 18:35
ACC260,72,18/05/2017 12:44
ACC435,54,16/05/2017 06:39
ACC199,27,23/02/2017 13:50
ACC219,77,23/02/2017 05:24
ACC167,2,21/01/2017 20:15
ACC441,19,27/02/2017 19:45
ACC444,96,07/01/2017 17:46
ACC435,56,17/01/2017 06:40
ACC108,60,28/04/2017 04:02
ACC452,38,10/05/2017 06:41
ACC219,77,28/02/2017 02:37
ACC400,8,20/02/2017 07:04
ACC212,32,18/05/2017 15:40
ACC188,20,12/04/2017 04:40
ACC108,52,28/01/2017 04:09
ACC497,15,26/01/2017 09:56
ACC331,54,23/03/2017 01:04
ACC304,71,23/04/2017 07:18
ACC188,88,31/01/2017 08:45
ACC344,25,19/05/2017 20:51
ACC481,10,05/02/2017 18:10
ACC184,12,13/02/2017 03:48
ACC372,76,29/03/2017 19:36
ACC499,4,24/05/2017 19:41
ACC192,50,11/02/2017 09:19
ACC145,28,23/04/2017 13:24
ACC163,94,06/05/2017 16:39
ACC434,79,13/01/2017 18:18
ACC418,69,18/05/2017 05:10
ACC269,42,28/01/2017 22:01
ACC498,64,21/01/2017 20:24
ACC169,35,17/03/2017 12:22
ACC275,17,03/01/2017 21:58
ACC127,22,12/02/2017 02:43
ACC175,27,19/01/2017 14:43
ACC485,36,04/04/2017 13:00
ACC337,6,12/03/2017 01:41
ACC227,24,09/05/2017 04:48
ACC130,70,24/03/2017 23:38
ACC488,26,11/04/2017 17:29
ACC237,49,22/03/2017 16:17
ACC165,67,10/03/2017 03:28
ACC432,78,04/01/2017 12:57
ACC254,86,16/05/2017 14:25
ACC255,87,02/01/2017 19:28
ACC440,75,27/03/2017 15:10
ACC207,22,14/03/2017 11:43
ACC110,16,28/05/2017 22:11
ACC364,76,11/05/2017 09:15
ACC407,44,04/05/2017 10:30
ACC265,6,07/03/2017 13:34
ACC446,30,07/05/2017 15:58
ACC386,19,17/02/2017 08:50
ACC368,20,21/05/2017 23:19
ACC435,47,18/05/2017 04:55
ACC474,54,30/03/2017 13:10
ACC269,8,26/05/2017 02:02
ACC411,92,18/04/2017 05:27
ACC187,53,26/04/2017 18:12
ACC156,73,05/03/2017 08:20
ACC350,58,11/04/2017 15:22
ACC102,2,14/01/2017 16:22
ACC265,19,16/01/2017 11:46
ACC309,8,09/02/2017 15:45
ACC435,63,06/04/2017 17:49
ACC436,49,14/05/2017 04:53
ACC164,8,29/01/2017 21:29
ACC263,6,08/03/2017 19:34
ACC293,38,15/02/2017 05:12
ACC442,48,02/05/2017 04:02
ACC485,54,26/03/2017 13:26
ACC369,32,22/04/2017 10:29
ACC283,70,25/04/2017 03:15
ACC257,63,29/03/2017 21:08
ACC236,27,07/01/2017 16:50
ACC245,70,21/05/2017 13:27
ACC371,84,05/04/2017 23:25
ACC452,90,29/01/2017 21:14
ACC181,66,29/05/2017 01:43
ACC106,52,17/01/2017 04:41
ACC295,59,31/03/2017 13:04
ACC105,7,19/05/2017 11:15
ACC169,27,12/03/2017 13:08
ACC460,5,03/02/2017 22:42
ACC313,65,17/01/2017 19:46
ACC167,97,04/05/2017 08:51
ACC312,56,06/04/2017 09:45
ACC128,44,08/03/2017 09:54
ACC383,36,03/05/2017 23:21
ACC277,7,23/02/2017 16:21
ACC225,74,26/04/2017 02:43
ACC366,23,06/03/2017 14:26
ACC215,76,09/03/2017 17:02
ACC175,23,02/04/2017 20:31
ACC103,2,05/05/2017 05:24
ACC345,82,19/05/2017 11:26
ACC314,23,23/01/2017 23:17
ACC481,46,04/03/2017 20:02
ACC343,77,10/01/2017 12:49
ACC105,57,04/01/2017 09:20
ACC239,35,25/05/2017 02:43
ACC423,86,27/01/2017 00:27
ACC196,12,31/05/2017 13:31
ACC318,19,30/03/2017 14:33
ACC309,53,11/05/2017 00:56
ACC242,9,31/01/2017 10:07
ACC428,36,11/04/2017 22:27
ACC450,92,16/04/2017 12:05
ACC190,59,16/05/2017 22:06
ACC151,5,13/05/2017 05:40
ACC220,45,24/04/2017 13:49
ACC412,99,15/02/2017 09:52
ACC456,82,29/05/2017 16:09
ACC114,76,06/01/2017 03:16
ACC265,42,05/02/2017 12:42
ACC491,88,21/03/2017 14:02
ACC302,39,08/04/2017 10:18
ACC394,44,21/02/2017 05:22
ACC210,22,31/01/2017 12:42
ACC200,13,18/02/2017 04:40
ACC203,25,10/05/2017 23:13
ACC396,87,25/01/2017 11:58
ACC455,69,04/02/2017 14:15
ACC213,79,11/03/2017 20:26
ACC334,94,25/01/2017 02:07
ACC387,22,20/01/2017 11:19
ACC290,8,05/02/2017 17:48
ACC253,15,23/01/2017 12:29
ACC150,15,06/04/2017 01:34
ACC391,56,05/04/2017 00:55
ACC210,20,19/05/2017 22:08
ACC464,94,14/05/2017 01:53
ACC116,28,10/03/2017 00:43
ACC339,54,13/01/2017 14:55
ACC483,43,11/05/2017 00:42
ACC390,41,15/03/2017 06:59
ACC255,47,25/05/2017 19:40
ACC436,74,28/01/2017 19:58
ACC427,96,24/04/2017 17:13
ACC108,79,07/03/2017 02:44
ACC444,58,13/02/2017 17:10
ACC362,63,08/01/2017 12:15
ACC282,23,13/04/2017 07:04
ACC259,72,14/02/2017 14:37
ACC470,28,03/03/2017 19:42
ACC263,33,04/03/2017 05:03
ACC235,41,29/03/2017 20:46
ACC199,49,21/01/2017 03:43
ACC258,11,20/03/2017 17:14
ACC337,37,01/03/2017 14:52
ACC174,54,15/02/2017 18:09
ACC295,45,20/01/2017 01:58
ACC188,82,10/04/2017 09:21
ACC100,79,17/03/2017 00:57
ACC189,7,09/02/2017 14:10
ACC400,80,10/01/2017 18:56
ACC315,23,25/04/2017 08:27
ACC311,87,21/03/2017 22:16
ACC316,31,03/03/2017 03:00
ACC198,9,29/04/2017 16:17
ACC206,78,21/05/2017 20:41
ACC357,42,06/01/2017 16:19
ACC175,67,07/04/2017 20:10
ACC397,65,01/05/2017 05:21
ACC342,59,25/04/2017 08:44
ACC404,10,04/02/2017 07:35
ACC430,98,26/01/2017 13:30
ACC327,24,20/05/2017 13:52
ACC109,42,04/01/2017 09:28
ACC233,86,03/03/2017 23:18
ACC299,25,09/04/2017 00:09
ACC416,35,05/03/2017 21:48
ACC264,59,20/03/2017 14:34
ACC431,78,26/01/2017 20:16
ACC477,19,18/01/2017 10:14
ACC300,78,01/05/2017 22:07
ACC323,49,20/01/2017 00:06
ACC313,77,03/02/2017 16:57
ACC182,14,27/02/2017 20:23
ACC357,69,27/05/2017 03:02
ACC422,2,25/04/2017 12:11
ACC143,46,06/02/2017 19:40
ACC156,72,06/03/2017 09:00
ACC127,39,16/03/2017 04:05
ACC138,39,12/01/2017 10:26
ACC479,51,01/04/2017 02:15
ACC470,40,14/03/2017 06:22
ACC149,29,29/05/2017 09:32
ACC438,55,05/04/2017 22:11
ACC150,14,17/01/2017 16:20
ACC135,93,31/01/2017 02:36
ACC122,21,11/01/2017 08:56
ACC477,63,22/05/2017 11:36
ACC368,27,07/02/2017 23:15
ACC429,24,18/02/2017 04:42
ACC445,11,01/04/2017 07:57
ACC283,19,18/02/2017 06:54
ACC327,10,01/03/2017 05:05
ACC260,92,07/01/2017 06:14
ACC429,21,22/01/2017 02:42
ACC130,68,04/03/2017 18:33
ACC205,25,12/02/2017 12:14
ACC289,10,08/01/2017 18:40
ACC151,62,24/01/2017 19:10
ACC130,90,25/03/2017 14:59
ACC328,2,31/05/2017 18:46
ACC238,83,05/02/2017 11:06
ACC458,24,09/01/2017 12:00
ACC100,76,04/04/2017 08:02
ACC253,25,21/02/2017 03:02
ACC225,95,02/05/2017 15:15
ACC379,14,28/02/2017 09:24
ACC314,96,18/03/2017 16:00
ACC308,74,16/04/2017 18:03
ACC163,34,11/04/2017 00:55
ACC230,58,22/03/2017 00:19
ACC273,72,23/01/2017 03:09
ACC281,98,20/03/2017 09:07
ACC149,90,24/03/2017 06:46
ACC422,39,12/05/2017 12:34
ACC115,78,15/05/2017 05:32
ACC293,25,12/03/2017 04:14
ACC256,57,27/01/2017 23:16
ACC410,10,17/02/2017 12:05
ACC487,19,09/02/2017 10:46
ACC401,6,13/03/2017 15:44
ACC352,71,24/02/2017 23:03
ACC343,45,14/02/2017 22:54
ACC270,48,09/02/2017 16:24
ACC195,75,08/02/2017 05:47
ACC375,37,05/03/2017 05:56
ACC211,1,03/01/2017 00:06
ACC243,8,04/02/2017 16:18
ACC429,90,24/01/2017 05:17
ACC243,31,17/01/2017 04:21
ACC429,37,05/03/2017 12:32
ACC432,56,12/04/2017 05:16
ACC115,14,27/02/2017 02:47
ACC273,67,25/02/2017 02:15
ACC346,41,04/02/2017 03:00
ACC371,93,27/05/2017 22:58
ACC194,55,04/04/2017 09:10
ACC294,83,26/02/2017 01:13
ACC455,14,13/04/2017 01:00
ACC316,49,07/01/2017 14:48
ACC425,14,18/03/2017 16:24
ACC265,25,09/05/2017 05:16
ACC328,77,24/03/2017 21:49
ACC281,3,01/02/2017 23:41
ACC432,70,02/01/2017 11:10
ACC296,51,15/05/2017 09:54
ACC470,87,03/02/2017 15:59
ACC197,26,13/04/2017 09:22
ACC122,37,06/01/2017 04:40
ACC118,98,01/03/2017 01:30
ACC265,18,18/02/2017 10:25
ACC333,65,30/01/2017 00:24
ACC172,66,01/03/2017 11:04
ACC389,5,20/01/2017 23:26
ACC430,8,23/02/2017 21:19
ACC246,28,26/01/2017 22:14
ACC388,53,13/03/2017 07:58
ACC309,58,26/03/2017 07:30
ACC488,23,06/04/2017 06:35
ACC192,16,01/05/2017 07:57
ACC408,76,28/03/2017 01:00
ACC347,81,16/05/2017 18:19
ACC373,40,02/05/2017 12:03
ACC131,24,19/05/2017 07:19
ACC457,84,07/02/2017 10:52
ACC193,11,10/01/2017 03:56
ACC273,64,28/02/2017 17:24
ACC125,10,16/04/2017 11:29
ACC417,55,04/01/2017 17:17
ACC114,10,26/03/2017 00:03
ACC486,63,14/01/2017 08:44
ACC144,87,09/04/2017 06:08
ACC366,10,28/03/2017 12:22
ACC271,6,08/03/2017 04:40
ACC119,44,24/01/2017 11:57
ACC131,58,03/03/2017 02:43
ACC278,39,15/01/2017 04:25
ACC443,97,06/03/2017 09:17
ACC228,38,30/04/2017 07:58
ACC191,70,28/04/2017 10:05
ACC116,8,23/02/2017 04:30
ACC198,44,10/03/2017 05:06
ACC390,9,12/03/2017 04:25
ACC253,28,23/05/2017 11:19
ACC434,97,05/04/2017 05:56
ACC223,27,15/04/2017 01:52
ACC114,16,20/04/2017 02:53
ACC162,58,20/04/2017 13:56
ACC278,94,11/01/2017 12:33
ACC346,42,23/01/2017 15:22
ACC181,88,13/02/2017 18:51
ACC330,11,03/01/2017 00:05
ACC387,85,19/01/2017 12:08
ACC277,68,07/02/2017 07:39
ACC303,62,25/03/2017 19:43
ACC179,80,19/04/2017 08:10
ACC252,96,04/05/2017 21:08
ACC112,53,01/03/2017 21:37
ACC213,34,04/02/2017 06:11
ACC443,21,01/01/2017 11:50
ACC139,90,22/04/2017 10:36
ACC142,56,19/02/2017 23:45
ACC132,28,20/02/2017 10:08
ACC128,68,29/04/2017 19:30
ACC338,73,24/02/2017 04:46
ACC130,37,22/01/2017 11:47
ACC363,43,05/01/2017 03:35
ACC200,24,25/03/2017 10:30
ACC251,77,15/01/2017 03:01
ACC119,16,21/03/2017 10:10
ACC321,45,03/01/2017 08:26
ACC189,62,02/05/2017 00:03
ACC465,68,06/04/2017 03:01
ACC357,19,24/02/2017 11:04
ACC239,11,05/03/2017 02:13
ACC411,19,14/04/2017 19:43
ACC311,29,12/02/2017 14:39
ACC407,74,23/04/2017 22:54
ACC451,53,15/04/2017 02:10
ACC301,12,21/03/2017 04:12
ACC359,87,28/04/2017 04:28
ACC145,86,15/02/2017 15:04
ACC102,30,04/01/2017 05:27
ACC256,9,15/05/2017 08:29
ACC440,72,13/03/2017 16:24
ACC289,87,05/02/2017 04:43
ACC225,38,30/04/2017 21:32
ACC458,41,28/02/2017 14:58
ACC187,5,21/03/2017 20:54
ACC308,88,05/03/2017 13:47
ACC183,18,24/05/2017 12:21
ACC339,14,26/05/2017 22:58
ACC381,63,02/02/2017 21:31
ACC290,14,05/01/2017 13:49
ACC478,97,22/04/2017 22:14
ACC462,25,16/03/2017 12:20
ACC207,49,26/04/2017 02:08
ACC105,29,16/01/2017 22:38
ACC456,83,15/01/2017 03:29
ACC409,85,25/04/2017 19:49
ACC366,35,18/05/2017 06:34
ACC465,9,18/05/2017 23:25
ACC238,23,19/05/2017 00:44
ACC145,27,01/02/2017 00:03
ACC356,77,09/04/2017 02:04
ACC243,54,24/05/2017 04:35
ACC240,86,03/01/2017 04:43
ACC334,92,04/02/2017 01:37
ACC393,3,25/05/2017 18:16
ACC267,83,05/05/2017 15:47
ACC342,50,23/01/2017 22:53
ACC207,31,19/03/2017 15:40
ACC362,77,03/05/2017 23:12
ACC227,15,24/02/2017 04:45
ACC230,18,19/03/2017 13:52
ACC205,9,05/03/2017 18:46
ACC105,47,11/05/2017 13:20
ACC134,14,17/01/2017 18:07
ACC430,46,15/03/2017 14:51
ACC389,82,06/03/2017 01:50
ACC241,93,01/05/2017 13:24
ACC254,68,07/02/2017 15:24
ACC132,69,30/01/2017 12:56
ACC310,38,23/02/2017 04:30
ACC362,93,27/03/2017 03:38
ACC274,32,27/04/2017 01:29
ACC373,36,31/01/2017 02:49
ACC196,2,28/03/2017 22:39
ACC407,73,26/01/2017 22:25
ACC459,18,17/01/2017 14:23
ACC380,60,25/05/2017 17:23
ACC374,14,06/02/2017 09:09
ACC488,44,26/01/2017 21:10
ACC390,54,10/01/2017 23:05
ACC418,16,29/01/2017 17:18
ACC326,78,26/02/2017 21:03
ACC191,89,25/02/2017 19:25
ACC269,45,01/03/2017 17:36
ACC283,13,06/04/2017 03:15
ACC272,23,28/05/2017 15:49
ACC279,78,21/02/2017 01:01
ACC463,24,18/04/2017 18:06
ACC306,56,29/03/2017 10:41
ACC174,12,05/02/2017 03:27
ACC446,97,11/01/2017 11:58
ACC271,67,08/02/2017 22:01
ACC110,60,08/04/2017 10:47
ACC410,86,30/05/2017 15:57
ACC488,29,11/02/2017 22:48
ACC134,89,13/03/2017 12:20
ACC459,1,16/02/2017 05:10
ACC495,50,01/01/2017 11:35
ACC409,83,06/05/2017 22:01
ACC334,63,17/05/2017 01:39
ACC288,84,21/03/2017 01:16
ACC187,74,03/04/2017 13:04
ACC363,34,17/02/2017 00:39
ACC186,90,16/02/2017 07:51
ACC143,92,03/03/2017 12:26
ACC348,24,11/01/2017 08:00
ACC105,86,24/04/2017 07:06
ACC186,46,21/03/2017 14:16
ACC103,61,23/04/2017 07:48
ACC234,12,20/05/2017 06:04
ACC311,55,16/04/2017 03:22
ACC455,28,13/03/2017 05:28
ACC177,25,26/05/2017 11:21
ACC419,74,20/02/2017 05:20
ACC472,99,21/04/2017 11:36
ACC403,31,30/03/2017 23:02
ACC399,48,08/01/2017 15:43
ACC130,69,26/03/2017 08:19
ACC416,40,05/01/2017 19:14
ACC476,98,11/01/2017 07:00
ACC315,66,18/04/2017 08:31
ACC145,57,30/01/2017 17:23
ACC220,67,25/02/2017 18:20
ACC342,48,08/02/2017 04:49
ACC370,2,02/02/2017 19:06
ACC485,49,07/05/2017 07:45
ACC337,47,29/05/2017 09:26
ACC191,31,09/01/2017 23:04
ACC369,95,16/05/2017 04:55
ACC441,95,23/05/2017 22:02
ACC181,3,08/02/2017 20:10
ACC101,67,26/03/2017 11:05
ACC168,23,13/01/2017 01:38
ACC250,76,13/02/2017 07:12
ACC404,82,17/02/2017 07:15
ACC387,18,12/04/2017 09:02
ACC473,4,18/01/2017 07:20
ACC298,3,27/03/2017 21:43
ACC300,80,28/03/2017 21:38
ACC270,20,20/01/2017 12:47
ACC398,51,13/04/2017 19:08
ACC160,87,10/01/2017 10:31
ACC195,20,09/02/2017 00:38
ACC154,88,09/04/2017 02:47
ACC195,21,20/03/2017 15:36
ACC263,82,10/01/2017 22:17
ACC252,8,21/02/2017 19:07
ACC224,43,08/02/2017 20:25
ACC190,48,19/03/2017 17:47
ACC244,9,05/05/2017 10:46
ACC106,88,23/04/2017 00:18
ACC160,8,25/05/2017 10:00
ACC448,31,28/05/2017 11:25
ACC115,52,15/03/2017 14:27
ACC473,21,05/05/2017 12:58
ACC270,46,07/04/2017 17:49
ACC228,61,28/02/2017 03:39
ACC346,13,14/01/2017 14:14
ACC369,8,13/02/2017 04:29
ACC386,62,26/02/2017 12:13
ACC165,16,14/05/2017 05:23
ACC277,53,23/02/2017 11:24
ACC105,59,09/05/2017 00:00
ACC232,34,02/03/2017 06:55
ACC233,95,09/02/2017 21:33
ACC115,20,30/03/2017 22:51
ACC410,26,31/01/2017 23:24
ACC395,19,29/04/2017 19:29
ACC433,29,10/02/2017 08:20
ACC436,50,19/04/2017 05:26
ACC477,91,18/03/2017 10:26
ACC408,61,14/03/2017 13:24
ACC349,89,23/04/2017 23:53
ACC205,78,23/02/2017 17:31
ACC471,63,21/02/2017 06:29
ACC277,59,17/04/2017 21:32
ACC182,75,04/01/2017 02:44
ACC303,7,05/05/2017 17:16
ACC160,74,10/01/2017 04:29
ACC128,23,01/05/2017 03:15
ACC259,66,27/02/2017 17:42
ACC454,25,26/01/2017 16:09
ACC155,62,06/04/2017 06:56
ACC251,65,16/03/2017 20:15
ACC407,34,29/03/2017 09:01
ACC206,44,26/02/2017 18:58
ACC376,96,28/04/2017 21:39
ACC167,5,02/03/2017 03:16
ACC478,67,19/05/2017 16:07
ACC312,49,27/02/2017 10:54
ACC145,41,31/01/2017 06:37
ACC316,16,24/02/2017 03:55
ACC317,89,30/03/2017 06:44
ACC203,44,12/02/2017 21:07
ACC306,22,02/02/2017 02:57
ACC125,7,22/02/2017 02:17
ACC484,81,22/05/2017 06:19
ACC438,5,07/05/2017 18:22
ACC131,11,26/02/2017 20:17
ACC256,75,27/01/2017 11:01
ACC350,62,09/03/2017 08:29
ACC447,44,18/01/2017 16:42
ACC124,85,04/05/2017 04:55
ACC215,60,02/04/2017 07:02
ACC384,88,30/05/2017 05:27
ACC146,40,31/03/2017 02:01
ACC354,31,25/02/2017 08:47
ACC155,97,14/02/2017 09:05
ACC115,16,01/04/2017 17:30
ACC440,90,24/03/2017 18:01
ACC367,82,05/02/2017 18:49
ACC152,54,12/03/2017 00:02
ACC132,78,23/02/2017 17:45
ACC246,12,09/04/2017 12:04
ACC262,86,06/02/2017 10:23
ACC390,72,11/02/2017 14:58
ACC317,35,17/02/2017 05:37
ACC329,10,18/05/2017 11:02
ACC223,90,06/05/2017 16:41
ACC109,39,16/03/2017 17:29
ACC158,96,26/02/2017 21:04
ACC291,89,17/01/2017 12:52
ACC218,96,07/04/2017 21:54
ACC281,8,25/03/2017 05:01
ACC273,85,03/05/2017 11:46
ACC436,44,22/01/2017 20:02
ACC238,70,25/01/2017 13:52
ACC491,76,05/02/2017 10:41
ACC263,45,29/05/2017 05:49
ACC252,50,19/04/2017 10:57
ACC122,43,28/04/2017 08:05
ACC356,82,28/03/2017 03:08
ACC187,39,20/03/2017 07:06
ACC310,89,12/03/2017 14:39
ACC136,96,19/03/2017 02:38
ACC291,68,05/03/2017 05:41
ACC341,99,04/02/2017 21:56
ACC128,16,04/04/2017 15:00
ACC458,43,15/01/2017 21:39
ACC226,80,02/05/2017 12:30
ACC352,67,31/03/2017 15:18
ACC372,10,31/03/2017 21:09
ACC424,65,29/03/2017 03:46
ACC473,6,30/03/2017 20:43
ACC195,78,02/01/2017 23:23
ACC259,31,20/04/2017 23:28
ACC468,28,20/03/2017 22:36
ACC157,85,01/05/2017 03:05
ACC404,81,05/02/2017 05:23
ACC163,1,08/05/2017 02:04
ACC429,88,09/01/2017 16:42
ACC125,61,22/04/2017 12:36
ACC237,42,14/03/2017 20:47
ACC428,2,16/03/2017 21:56
ACC447,94,23/02/2017 08:43
ACC382,7,11/05/2017 08:32
ACC133,12,27/01/2017 10:58
ACC337,41,03/05/2017 23:49
ACC171,91,26/04/2017 21:49
ACC372,78,03/04/2017 22:50
ACC157,76,07/03/2017 07:56
ACC251,79,19/04/2017 15:09
ACC470,5,02/04/2017 04:51
ACC389,17,01/04/2017 15:38
ACC470,77,09/03/2017 18:48
ACC446,36,02/02/2017 21:12
ACC366,22,01/02/2017 15:28
ACC436,95,14/05/2017 10:33
ACC269,76,08/03/2017 22:36
ACC206,60,03/02/2017 08:46
ACC120,9,10/03/2017 16:03
ACC479,19,18/01/2017 14:21
ACC499,7,05/02/2017 19:10
ACC275,93,16/03/2017 07:03
ACC334,28,31/05/2017 05:58
ACC314,90,29/05/2017 06:28
ACC250,36,14/03/2017 09:39
ACC251,54,06/03/2017 17:02
ACC130,64,11/02/2017 18:50
ACC175,23,09/03/2017 23:02
ACC361,87,14/03/2017 16:44
ACC146,92,26/04/2017 04:05
ACC257,55,20/03/2017 19:10
ACC462,2,23/01/2017 12:18
ACC385,39,22/05/2017 15:28
ACC321,43,04/03/2017 22:35
ACC394,33,12/02/2017 15:59
ACC207,25,18/01/2017 13:24
ACC448,86,09/01/2017 01:41
ACC109,5,07/02/2017 22:37
ACC299,95,11/03/2017 11:46
ACC133,3,04/05/2017 16:03
ACC334,21,06/03/2017 21:18
ACC109,57,23/04/2017 09:57
ACC482,71,10/04/2017 21:35
ACC182,23,06/04/2017 02:40
ACC232,91,18/05/2017 22:32
ACC486,10,14/03/2017 15:18
ACC167,65,31/01/2017 07:28
ACC130,55,28/05/2017 08:49
ACC444,44,20/04/2017 02:37
ACC433,41,26/02/2017 15:15
ACC144,88,03/02/2017 23:04
ACC259,40,18/04/2017 11:16
ACC155,86,11/05/2017 00:53
ACC330,11,26/02/2017 02:11
ACC139,75,02/05/2017 18:36
ACC176,42,01/01/2017 15:10
ACC283,92,21/04/2017 06:07
ACC234,92,21/04/2017 17:17
ACC206,69,07/05/2017 03:50
ACC102,71,03/01/2017 13:37
ACC292,92,02/04/2017 15:26
ACC427,68,08/05/2017 05:34
ACC287,28,17/05/2017 20:12
ACC414,68,24/04/2017 18:49
ACC495,53,27/04/2017 15:42
ACC251,11,03/01/2017 11:28
ACC357,69,27/02/2017 00:41
ACC302,33,28/02/2017 23:31
ACC412,75,03/01/2017 04:45
ACC272,91,15/02/2017 10:35
ACC299,71,30/04/2017 05:46
ACC125,16,27/04/2017 15:42
ACC210,49,26/03/2017 02:57
ACC438,47,18/02/2017 07:37
ACC233,93,02/02/2017 22:03
ACC283,91,31/01/2017 14:40
ACC187,77,01/01/2017 07:47
ACC420,73,26/04/2017 10:41
ACC216,79,16/02/2017 14:26
ACC494,87,12/03/2017 12:41
ACC361,44,05/05/2017 06:28
ACC276,60,14/01/2017 03:54
ACC299,63,14/04/2017 09:46
ACC288,55,25/04/2017 11:17
ACC314,76,11/01/2017 18:04
ACC368,1,03/01/2017 13:49
